key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-169524029,"Factors, origin and sources affecting PM1 concentrations and composition        at an urban background site",2016,11,1,ATMOSPHERIC RESEARCH,0169-8095,180,,262-273,"Squizzato, S and Masiol, M and Agostini, C and Visin, F and Formenton, G and Harrison, RM and Rampazzo, G and Squizzato, Stefania and Masiol, Mauro and Agostini, Chiara and Visin, Flavia and Formenton, Gianni and Harrison, Roy M. and Rampazzo, Giancarlo",,English,ELSEVIER SCIENCE INC,"360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA","PM1 is widely believed to provide better information on the anthropogenic fraction of particulate matter pollution than PM2.5. However, data on PM1 are still limited in Europe as well as comprehensive information about its chemical composition and source apportionment and this gap is more evident in the pollution hot-spots still remaining in Europe, such as the Po Valley (Northern Italy). Elemental and organic carbon, 7 water soluble inorganic ions and 17 elements were quantified in 117 PM1 samples collected at an urban background site in Venice-Mestre, a large city located in the eastern Po Valley, during winter (December 2013-February 2014) and summer (May-July 2014) periods.        Results show a strong seasonality for PM1 mass concentration (averages ranging from 6 +/- 2 in summer to 34 +/- 24 mu g m(-3) in winter) and for most of the analysed species. Components mainly related to road traffic, residential heating, biomass burning and secondary inorganic aerosol (ammonium nitrate) reached their highest levels in winter, while mineral dust and marine components were elevated in summer. PMF analysis revealed 7 potential sources. Secondary inorganic aerosol (33%) and biomass burning (33%) are the major contributor in winter followed by EC-primary emissions (16%), aged sulphate (6%), road traffic (7%), fossil fuel combustion (%) and marine aerosol (3%). During summer, these sources account for 12%, 14%, 20%, 22%, 8%, 14% and 10%, respectively. Some PM1 sources are located near the sampling site (residential area, traffic road, industrial area) but a major contribution of long range transport is observed when high pollution events occur. The results give useful insights into PM1 composition in an urban area and chemical profiles of sources helpful in the interpretation of receptor model results. (C) 2016 Elsevier B.V. All rights reserved.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Ambiental",,AIRBORNE PARTICULATE MATTER;POSITIVE MATRIX FACTORIZATION;SECONDARY        INORGANIC AEROSOL;SIZE-SEGREGATED AEROSOLS;PRAGMATIC MASS CLOSURE;SOURCE APPORTIONMENT;ORGANIC AEROSOL;AIR-POLLUTION;CARBON        CONCENTRATIONS;ATMOSPHERIC AEROSOL;Fibrinogen,,
rayyan-169524030,"Spatial and Social Media Data Analytics of Housing Prices in Shenzhen,        China",2016,10,26,PLOS ONE,1932-6203,11,10,,"Wu, C and Ye, XY and Ren, F and Wan, Y and Ning, PF and Du, QY and Wu, Chao and Ye, Xinyue and Ren, Fu and Wan, You and Ning, Pengfei and Du, Qingyun",,English,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA","Housing is among the most pressing issues in urban China and has received considerable scholarly attention. Researchers have primarily concentrated on identifying the factors that influence residential property prices and how such mechanisms function. However, few studies have examined the potential factors that influence housing prices from a big data perspective. In this article, we use a big data perspective to determine the willingness of buyers to pay for various factors. The opinions and geographical preferences of individuals for places can be represented by visit frequencies given different motivations. Check-in data from the social media platform Sina Visitor System is used in this article. Here, we use kernel density estimation (KDE) to analyse the spatial patterns of check-in spots (or places of interest, POIs) and employ the Getis-Ord G(i)(*) method to identify the hot spots for different types of POIs in Shenzhen, China. New indexes are then proposed based on the hot-spot results as measured by check-in data to analyse the effects of these locations on housing prices. This modelling is performed using the hedonic price method (HPM) and the geographically weighted regression (GWR) method. The results show that the degree of clustering of POIs has a signircant influence on housing values. Meanwhile, the GWR method has a better interpretive capacity than does the HPM because of the former method's ability to capture spatial heterogeneity. This article integrates big social media data to expand the scope (new study content) and depth (study scale) of housing price research to an unprecedented degree.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Economia",,GEOGRAPHICALLY WEIGHTED REGRESSION;RESIDENTIAL PROPERTY-VALUES;BIG        DATA;OPEN SPACES;URBAN;IMPACTS;CITY;INFORMATION;VALUATION;LANDSCAPE;China,,
rayyan-169524031,Producing urban industrial derelict places: The case of the Solventul        petrochemical plant in Timioara,2016,10,,EUROPEAN URBAN AND REGIONAL STUDIES,0969-7764,23,4,765-781,"Voiculescu, S and Jucu, IS and Voiculescu, Sorina and Jucu, Ioan Sebastian",,English,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","This paper unveils the logic behind urban industrial derelict places connected to the petrochemical industry in the cities of Romania and specifically draws from the post-socialist experience of the Solventul petrochemical plant in Timioara. In the context of transition from state socialism to capitalism and globalization, huge areas of debris stand as proof of a once flourishing socialist industry forced into controversial cases of privatization and re-privatization. The most important petrochemical plants in Romania have been the object of post-socialist economic restructuring. The reasons are due to the loss of the communist market, the cessation of government subsidies, and the growth of international competition, all in the face of aging production facilities. In the process, more than 30,000 workers were forced into intra-urban or urban-rural migration pushed by an emerging privatized housing market. The authorities acted with secrecy with regard to the process of privatization as well as to the ecological hazards posed by these industrial ruins. Created through a process of industrial decline paired with a general legal framework permeated by neoliberal influences, these urban industrial derelict places have caused hot spots of controversy for urban policies and practices for more than 20 years since the fall of communism in Romania.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Economia",,FOREIGN DIRECT-INVESTMENT;SEGREGATION;GOVERNANCE;ECONOMY;CITIES;EUROPE,,
rayyan-169524032,"Spatial and temporal change in urban-rural land use transformation at        village scale-A case study of Xuanhua district, North China",2016,10,,JOURNAL OF RURAL STUDIES,0743-0167,47,,425-434,"Liu, JL and Liu, YS and Yan, MC and Liu, Jilai and Liu, Yansui and Yan, Maochao",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","This paper aims to investigate the spatial patterns, temporal processes and driving mechanisms of urban rural land use transformation (URLUT). Empirical study of Xuanhua district of Hebei province from 1996 to 2012 showed that urban-rural land use transformation index (URLUTI) decreased linearly with increasing distance to central downtown (DCD), and the gap between central and edge areas increased during 1996-2012. Spatial autocorrelation showed an accelerating clustered pattern, and the hot spots shifted from decentralization to centralization and then back to decentralization. Industrialization and urbanization were the basic driving factors of URLUT, and local, regional and national social and economic transformation deeply and widely affected its development. The study highlights that the regional development should implement correct urban-rural transformation strategy and plan according to its location and nature resources conditions, and obey the spatial laws of urban-rural transformation for improving the efficiency of land use and promoting urban-rural integration. Furthermore, the government's intervention to economic development should be reduced and let the market play more roles in the allocation of resources. (C) 2016 Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Economia",,CONVERSION;PATTERNS;China,,
rayyan-169524033,Disentangling the Influence of Urbanization and Invasion on Endemic        Geckos in Tropical Biodiversity Hot Spots: A Case Study of        Phyllodactylus martini (Squamata: Phyllodactylidae) along an Urban        Gradient in Curacao,2016,10,,BULLETIN OF THE PEABODY MUSEUM OF NATURAL HISTORY,0079-032X,57,2,147-164,"Dornburg, A and Lippi, C and Federman, S and Moore, JA and Warren, DL and Iglesias, TL and Brandley, MC and Watkins-Colwell, GJ and Lamb, AD and Jones, A and Dornburg, Alex and Lippi, Cat and Federman, Sarah and Moore, Jon A. and Warren, Dan L. and Iglesias, Teresa L. and Brandley, Matthew C. and Watkins-Colwell, Gregory J. and Lamb, April D. and Jones, Andrew",,English,PEABODY MUSEUM NATURAL HISTORY-YALE UNIV,"170 WHITNEY AVE, PO BOX 208118, NEW HAVEN, CT 06520-8118 USA","Predicting the response of endemic species to urbanization has emerged as a fundamental challenge in 21st century conservation biology. The factors that underlie population declines of reptiles are particularly nebulous, as these are often the least understood class of vertebrates in a given community. In this study, we assess correlations between feeding ecology and phenotypic traits of the Lesser Antillean endemic Dutch leaf-toed gecko, Phyllodactylus martini, along an urban gradient in the Caribbean island of Curacao. There has been a marked decline of this species in developed habitats associated with the invasive tropical house gecko Hemidactylus mabouia. We find a correlation between aspects of locomotor morphology and prey in undeveloped habitats that is absent in developed habitats. Analyses of stomach contents further suggest that Phyllodactylus martini alters primary prey items in developed areas. However, changes in prey promote the overlap in foraging niches between Phyllodactylus martini and Hemidactylus mabouia, suggesting that direct resource competition is contributing to the decline of Phyllodactylus martini. In addition to competitive exclusion, we suggest that the urban extirpation of Phyllodactylus martini could also be attributed to a top-down control on population growth by Hemidactylus mabouia. Colonizations of walls put Phyllodactylus martini in direct contact with Hemidactylus mabouia increasing the chances for predation events, as evidenced by our observation of a predation event on a Phyllodactylus martini juvenile by an adult Hemidactylus mabuoia. In total, our results add to a growing body of literature demonstrating the threat that invasive synanthropic reptiles pose to endemics that might otherwise be able to cope with increased urbanization pressures.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Ambiental",,SEXUAL SIZE DIMORPHISM;HEMIDACTYLUS-MABOUIA;BIOTIC HOMOGENIZATION;NETHERLANDS-ANTILLES;HABITAT STRUCTURE;EXTINCTION;GEKKONIDAE;ECOLOGY;POPULATIONS;EVOLUTION,,
rayyan-169524034,Reductions of bacterial antibiotic resistance through five biological        treatment processes treated municipal wastewater,2016,10,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,0944-1344,23,19,19495-19503,"Yuan, QB and Guo, MT and Wei, WJ and Yang, J and Yuan, Qing-Bin and Guo, Mei-Ting and Wei, Wu-Ji and Yang, Jian",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY","Wastewater treatment plants are hot spots for antibiotic-resistant bacteria (ARB) and antibiotic resistance genes (ARGs). However, limited studies have been conducted to compare the reductions of ARB and ARGs by various biological treatment processes. The study explored the reductions of heterotrophic bacteria resistant to six groups of antibiotics (vancomycin, gentamicin, erythromycin, cephalexin, tetracycline, and sulfadiazine) and corresponding resistance genes (vanA, aacC1, ereA, ampC, tetA, and sulI) by five bench-scale biological reactors. Results demonstrated that membrane bioreactor (MBR) and sequencing batch reactor (SBR) significantly reduced ARB abundances in the ranges of 2.80 similar to 3.54 log and 2.70 similar to 3.13 log, respectively, followed by activated sludge (AS). Biological filter (BF) and anaerobic (upflow anaerobic sludge blanket, UASB) techniques led to relatively low reductions. In contrast, ARGs were not equally reduced as ARB. AS and SBR also showed significant potentials on ARGs reduction, whilst MBR and UASB could not reduce ARGs effectively. Redundancy analysis implied that the purification of wastewater quality parameters (COD, NH4+-N, and turbidity) performed a positive correlation to ARB and ARGs reductions.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Saúde Pública",,"HETEROTROPHIC BACTERIA;TREATMENT SYSTEMS;ESCHERICHIA-COLI;TREATMENT        PLANTS;GENES;TETRACYCLINE;REMOVAL;DISINFECTION;RELEASE;URBAN;Anti-Bacterial Agents;Drug Resistance, Microbial",,
rayyan-169524035,Modelling the spatiotemporal change of canopy urban heat islands,2016,10,,BUILDING AND ENVIRONMENT,0360-1323,107,,64-78,"Ali, JM and Marsh, SH and Smith, MJ and Ali, Jasim M. and Marsh, Stuart H. and Smith, Martin J.",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","This study models the spatiotemporal change of Birmingham's urban heat island (UHI) using air temperature measurements made during the HiTemp project to study the atmospheric conditions over the city [1]. The study identifies the causative factors and their contributions to the formation of UHI, based on a number of data used to build 2.5 D model; land cover, land use, geometrical factors and shadow layers. The raw air temperature measurements were filtered, georeferenced and interpolated to create maps of temperature variations. The expected influencing parameters on the development of the UHI were derived and prepared for regression modelling. The results showed that the difference in temperature across Birmingham city through two years of ground measurements (June 2012 June 2014) reached up to 13.53 degrees C. The UHI's appeared daytime and night-time throughout the different seasons for approximately 56% of the total hours during the study period. However, the high intensity events happened during the calm and clear nights. Moreover, buildings' shadow provided up to 2 degrees C reduction to the air temperature, while the wind speed and direction are responsible for the size and distribution of hot spots. The built up area contributed to. increase the UHI, whereas, the other types of land cover and the geometrical parameters, contributed less. (C) 2016 Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Ambiental",,LAND-SURFACE TEMPERATURE;CLIMATE-CHANGE;IMPACT;BIRMINGHAM;PARAMETERS;BUILDINGS;INTENSITY;PATTERNS;CITY;UK;Hot Temperature,,
rayyan-169524036,Soil texture and water retention as spatial predictors of        denitrification in urban wetlands,2016,10,,SOIL BIOLOGY & BIOCHEMISTRY,0038-0717,101,,237-250,"Palta, MM and Ehrenfeld, JG and Gimenez, D and Groffman, PM and Subroy, V and Palta, Monica M. and Ehrenfeld, Joan G. and Gimenez, Daniel and Groffman, Peter M. and Subroy, Vandana",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Urban wetlands potentially play an important role in nitrate (NO3-) removal from stormwater, but nitrogen loading from the atmosphere and surface water must intersect with soil properties optimal for NO3- removal for this potential to be realized. We examined predictors of NO3- removal via the microbial process of denitrification in an urban wetland system in New Jersey, USA with highly heterogeneous soils. Soil cores representing the wide range of soil textures at the site were collected to examine relationships between intact core denitrification rates, denitrification enzyme activity (DEA), available inorganic nitrogen, and soil water retention characteristics. Water retention curves were characterized for pressure potentials ranging from -1 to -5000 cm and used to estimate pore size distribution parameters. The highest intact core denitrification rates occurred in soils located at low elevations, with high macroporosity, and low variability in soil pore radius. High DEA corresponded with high available soil NO3- and high elevation. Soil samples collected at 118 points from the site and analyzed for soil organic matter and texture fractions were used to create interpolated raster layers of properties related to high denitrification rates (""hot spots""). Weighted estimations of whole-site NO3- removal based on denitrification hot spots were higher than site estimations based on average denitrification rates, suggesting that studies using the latter approach may be underestimating NO3- removal at the landscape level. Stormwater channels at the site intersected with denitrification hot spots over 20% of total channel area, indicating that soils may be at least partially reducing total NO3- loads to the adjacent creek. These results show that soil physical properties that are relatively immutable can be used for predicting the location of potential hot spots of microbial activity at the landscape scale. (C) 2016 Published by Elsevier Ltd.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Ambiental",,TEMPERATE FOREST SOILS;HOT MOMENTS;HYDRAULIC CONDUCTIVITY;SPOTS;TERRESTRIAL;LANDSCAPES;EMISSIONS;DYNAMICS;PATTERNS;HOTSPOTS,,
rayyan-169524037,Microscale traffic simulation and emission estimation in a heavily        trafficked roundabout in Madrid (Spain),2016,10,1,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,566,,416-427,"Quaassdorff, C and Borge, R and Perez, J and Lumbreras, J and de la Paz, D and de Andres, JM and Quaassdorff, Christina and Borge, Rafael and Perez, Javier and Lumbreras, Julio and de la Paz, David and Manuel de Andres, Juan",,English,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","This paper presents the evaluation of emissions from vehicle operations in a domain of 300 m x 300 m covering a complex urban roundabout with high traffic density in Madrid. Micro-level simulation was successfully applied to estimate the emissions on a scale of meters. Two programs were used: i) VISSIM to simulate the traffic on the square and to compute velocity-time profiles; and ii) VERSIT+(micro) through ENVIVER that uses VISSIM outputs to compute the related emissions at vehicle level. Data collection was achieved by a measurement campaign obtaining empirical data of vehicle flows and traffic intensities. Twelve simulations of different traffic situations (scenarios) were conducted, representing different hours from several days in a week and the corresponding NOX and PM10 emissions were estimated. The results show a general reduction on average speeds for higher intensities due to braking-acceleration patterns that contribute to increase the average emission factor and, therefore, the total emissions in the domain, especially on weekdays. The emissions are clearly related to traffic volume, although maximum emission scenario does not correspond to the highest traffic intensity due to congestion and variations in fleet composition throughout the day. These results evidence the potential that local measures aimed at alleviating congestion may have in urban areas to reduce emissions. In general, scenario-average emission factors estimated with the VISSIM-VERSIT+(micro) modelling system fitted well those from the average-speed model COPERT, used as a preliminary validation of the results. The largest deviations between these two models occur in those scenarios with more congestion. The design and resolution of the microscale modelling system allow to reflect the impact of actual traffic conditions on driving patterns and related emissions, making it useful for the design of mitigation measures for specific traffic hot-spots. (C) 2016 Elsevier B.V. All rights reserved.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Ambiental",,MODELING APPROACH;INVENTORIES;SPEED;Spain,,
rayyan-169524038,Urban heat island explored by co-relationship between land surface        temperature vs multiple vegetation indices,2016,10,,SPATIAL INFORMATION RESEARCH,2366-3286,24,5,515-529,"Kayet, N and Pathak, K and Chakrabarty, A and Sahoo, S and Kayet, Narayan and Pathak, Khanindra and Chakrabarty, Abhisek and Sahoo, Satiprasad",,English,SPRINGER SINGAPORE PTE LTD,"#04-01 CENCON I, 1 TANNERY RD, SINGAPORE 347719, SINGAPORE","Land surface temperature (LST), land use/land cover (LU/LC) and vegetation parameters are a substantial factor in worldwide climate change studies framework. This study of investigating urban heat islands based on thermal remote sensing data. Thermal infrared remote sensing proved its capability in monitoring temperature and affecting microclimate in urban areas. In the present study have relationships among the multiple vegetation indices, land use/land cover and LST using remote sensing techniques in the Saranda forest state of Jharkhand. Normalized difference vegetation index (NDVI), Soil-adjusted vegetation index (SAVI), Ratio vegetation index (RVI) and Normalized difference built-up index (NDBI) are used in this study. The study work has been done on the correlation of the association among the different vegetation indices, land use/land cover, and land surface temperature. The result shows that the external temperature an impact on surfaces of self-heating (hot spots) areas. The relationship between LST and NDVI result shows the negative correlation. The NDVI proposes that the green land can deteriorate the effect on mining, urban heat island while we apparent the positive relationship between LST and NDBI. This study demonstrates that the growth of the active mining, the industrial area significantly decreases the vegetation areas, hence grow the surface temperature. This study also shows that the external temperature has an impact on surfaces of self-heating (hot spots) areas. Finally, the accuracy of proposed multiple indexes is evaluated by using DGPS field survey points over the study area. This analysis demonstrates the potential applicability of the methodology for climate modeling framework.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Ambiental",,COVER;MODIS;NDVI;ETM+;Vegetables,,
rayyan-169524039,"Spatial and temporal variations of urban heat island effect and the        effect of percentage impervious surface area and elevation on land        surface temperature: Study of Chandigarh city, India",2016,10,,SUSTAINABLE CITIES AND SOCIETY,2210-6707,26,,264-277,"Mathew, A and Khandelwal, S and Kaul, N and Mathew, Aneesh and Khandelwal, Sumit and kaul, Nivedita",,English,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Significant surface urban heat island (SUHI) has been observed in the Chandigarh study area from the analysis of five years land surface temperature (LST) data from 2009 to 2013. UHI intensity over the study area varies with seasons. Average annual UHI intensity from 2009 to 2013 varies from 4.98 K to 5.43 K and overall average UHI intensity has been observed to be 5.2 K. The maximum value of UHIindex has been found to be 0.93. Pixels with average value of UHIindex more than 0.90 have been considered as hot spots (HS). The relationship of LST between percent impervious surface area (%ISA) and elevation has been investigated in the present study. Parameter like %ISA which represents the extent of urbanization has been used for the UHI analysis and its relationship with LST has been found to be season independent. Positive relationship has been found between LST and %ISA with a consistent rising trend. In the mean LST and %ISA relationship, it has been observed that the coefficient of correlation of winter season is 0.81 which is slightly higher compared to monsoon and summer seasons. Normally the temperature falls with increase in altitude. But in this study, as the elevation increases, rising trend of LST can be observed. Negative relationship between LST and Elevation scatterplots has been observed in high altitude areas during monsoon season compared to summer and winter seasons. Besides other factors elevation also plays a significant role in LST dynamics and spatial distribution of LST. (C) 2016 Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Ambiental",,SPECTRAL MIXTURE ANALYSIS;REMOTELY-SENSED DATA;MULTISENSOR DATA;SATELLITE DATA;URBANIZATION;IMAGERY;CITIES;CLASSIFICATION;CLIMATE;ENERGY;India;Hot Temperature,,
rayyan-169524040,Source Impact Determination using Airborne and Ground Measurements of        Industrial Plumes,2016,9,20,ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013-936X,50,18,9881-9888,"Leoni, C and Hovorka, J and Docekalova, V and Cajthaml, T and Marvanova, S and Leoni, Cecilia and Hovorka, Jan and Docekalova, Veronika and Cajthaml, Tomas and Marvanova, Sona",,English,AMER CHEMICAL SOC,"1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Industrial particulate matter (PM) air pollution exposing nearby residential areas forms several European air pollution hot-spots. One of these hot-spot is the residential district of Ostrava Radvanice-Bartovice with frequent exceedances for PM and benzo[a]pyrene B[a]P, a carcinogenic polycyclic aromatic hydrocarbon (PAH) of MW > 228 amu. Such PAHs are highly bonded to the ultrafine particles (UFPs), the smallest PM size fraction, which deposits most efficiently in the alveolar region of human lungs. Airborne measurements identified UFP point sources in the adjacent metallurgical complex and mapped limited horizontal and vertical dispersion of industrial plumes enriched with UFPs (3.2 X 10(5)cm(-3)). The plumes, episodes of simultaneous peaks of UFPs (1.4 X 10(5)cm(-3)), SO2 (88.2 ppb), and CO (11.3 ppm), were recorded on the ground downwind in the residential district when wind speeds >1 ms(-1). In the plumes, UFPs were mostly 19-44 nm in diameter, enriched with PAHs/B[a]P up to 43.8/3.5 mg.g(-1). Electron microscopy showed that these plume UFPs were mostly agglomerates of spherules of 30-50 nm in diameter. These source impact measurements, that combine airborne and ground-level measurements, are applicable to clearly identify specific industrial air pollution sources and provide information to assess their possible impact to human health in similar hot-spots worldwide.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Ambiental",,POLYCYCLIC AROMATIC-HYDROCARBONS;SIZE DISTRIBUTION;ULTRAFINE        PARTICLES;PARTICULATE MATTER;AEROSOL-PARTICLES;PART I;FINE;URBAN;DISTRIBUTIONS;MORTALITY,,
rayyan-169524041,"Spatiotemporal Analysis of Malaria in Urban Ahmedabad (Gujarat), India:        Identification of Hot Spots and Risk Factors for Targeted Intervention",2016,9,,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,0002-9637,95,3,595-603,"Parizo, J and Sturrock, HJW and Dhiman, RC and Greenhouse, B and Parizo, Justin and Sturrock, Hugh J. W. and Dhiman, Ramesh C. and Greenhouse, Bryan",,English,AMER SOC TROP MED & HYGIENE,"8000 WESTPARK DR, STE 130, MCLEAN, VA 22101 USA","The world population, especially in developing countries, has experienced a rapid progression of urbanization over the last half century. Urbanization has been accompanied by a rise in cases of urban infectious diseases, such as malaria. The complexity and heterogeneity of the urban environment has made study of specific urban centers vital for urban malaria control programs, whereas more generalizable risk factor identification also remains essential. Ahmedabad city, India, is a large urban center located in the state of Gujarat, which has experienced a significant Plasmodium vivax and Plasmodium falciparum disease burden. Therefore, a targeted analysis of malaria in Ahmedabad city was undertaken to identify spatiotemporal patterns of malaria, risk factors, and methods of predicting future malaria cases. Malaria incidence in Ahmedabad city was found to be spatially heterogeneous, but temporally stable, with high spatial correlation between species. Because of this stability, a prediction method utilizing historic cases from prior years and seasons was used successfully to predict which areas of Ahmedabad city would experience the highest malaria burden and could be used to prospectively target interventions. Finally, spatial analysis showed that normalized difference vegetation index, proximity to water sources, and location within Ahmedabad city relative to the dense urban core were the best predictors of malaria incidence. Because of the heterogeneity of urban environments and urban malaria itself, the study of specific large urban centers is vital to assist in allocating resources and informing future urban planning.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Saúde Pública",,SUB-SAHARAN AFRICA;TRANSMISSION;URBANIZATION;Risk Factors,,
rayyan-169524042,Estimating the Prevalence of Toxic Waste Sites in Low- and Middle-Income        Countries,2016,,,ANNALS OF GLOBAL HEALTH,2214-9996,82,5,700-710,"Dowling, R and Caravanos, J and Grigsby, P and Rivera, A and Ericson, B and Amoyaw-Osei, Y and Akuffo, B and Fuller, R and Dowling, Russell and Caravanos, Jack and Grigsby, Patrick and Rivera, Anthony and Ericson, Bret and Amoyaw-Osei, Yaw and Akuffo, Bennett and Fuller, Richard",,English,UBIQUITY PRESS LTD,"2N, 6 OSBORNE ST, LONDON, E1 6TD, ENGLAND","B A C K G R O U N D Exposure to heavy metals at contaminated industrial andmining sites, known also as hot spots, is a significant source of toxic exposure and adverse health outcomes in countries around the world. The Toxic Sites Identification Program (TSIP) developed by Pure Earth, a New Yorkebased nongovernmental organization, is the only systematic effort to catalogue contaminated sites globally. To date, TSIP has identified and catalogued 3282 sites in low-and middle-income countries. The TSIP methodology is not designed to survey all contaminated sites in a country. Rather sites are prioritized based on their perceived impact on human health, and only a limited number of the most highly hazardous sites are surveyed. The total number of contaminated sites globally and the fraction of contaminated sites captured by TSIP is not known.        O B J E C T I V E To determine the TSIP site capture rate, the fraction of contaminated sites in a country catalogued by TSIP.        M E T H O D S Ghana was selected for this analysis because it is a rapidly industrializing lower middle income country with a heterogeneous industrial base, a highly urban population (51%), and good public records systems. To develop an estimate of the fraction of sites in Ghana captured by TSIP, assessors targeted randomly selected geographic quadrats for comprehensive assessment using area and population statistics from the Ghana Statistical Service. Investigators physically walked all accessible streets in each quadrat to visually identify all sites. Visual identification was supplemented by field-based confirmation with portable x-ray fluorescence instruments to test soils for metals. To extrapolate from survey findings to develop a range of estimates for the entire country, the investigators used 2 methodologies: a ""bottom-up"" approach that first estimated the number of waste sites in each region and then summed these regional subtotals to develop a total national estimate; and a ""top-down"" method that estimated the total number of sites in Ghana and then allocated these sites to each region. Both methods used cluster random sampling principles.        F I N D I N G S The investigators identified 72 sites in the sampled quadrats. Extrapolating from these findings to the entire country, the first methodology estimated that there are 1561 sites contaminated by heavy metals in Ghana (confidence interval [CI]: 1134-1987), whereas the second estimated 1944 sites (CI: 812-3075). The estimated total number of contaminated sites in Ghana is thus 7-9 times the number of sites captured through TSIP. On a population basis, it was estimated that there are between 31 and 115 contaminated sites per million inhabitants in Ghana.        C O N C L U S I O N S The findings of this study indicate that the TSIP methodology provides a sound statistical basis for policy formulation. The statistical approaches used in this study can be replicated in other countries to improve estimates of the prevalence of contaminated sites. This information provides important input to calculations of the global burden of disease attributable to hazardous exposures at contaminated sites.","RAYYAN-INCLUSION: {""LUCAS""=>""Excluded"", ""Fagner ""=>""Excluded""} | RAYYAN-LABELS: HOT-SPOTS | RAYYAN-EXCLUSION-REASONS: Ambiental",,INTEGRATED ASSESSMENT;HEALTH;COMMUNITY;POLLUTION;NIGERIA;GHANA;ACCRA;Prevalence,,
